title,publication_date,citations,date,year,month,field,subfield,topics,main_writer,all_writers,author_ids
Psychosocial stressors and current e-cigarette use in the youth risk behavior survey,2023-06-06,0,2023-06-06,2023,6,Psychology,Clinical Psychology,"['Child and Adolescent Psychosocial and Emotional Development', 'Smoking Behavior and Cessation', 'Youth Development and Social Support']",Emelia J. Benjamin,"['Emelia J. Benjamin', 'Michael J. Blaha']","['https://openalex.org/A5064309113', 'https://openalex.org/A5008531984']"
Single-Cell Profiling of Tumor Immune Microenvironment Reveals Immune Irresponsiveness in Gastric Signet-Ring Cell Carcinoma,2023-03-14,0,2023-03-14,2023,3,Medicine,Oncology,"['Cancer Immunotherapy and Biomarkers', 'Immune Cell Function and Interaction', 'Immune cells in cancer']",Jing Chen,"['Jing Chen', 'Jun Wang', 'Wei Liu', 'Jian Chen']","['https://openalex.org/A5100394977', 'https://openalex.org/A5100384671', 'https://openalex.org/A5086893621', 'https://openalex.org/A5100751250']"
Spliceosome malfunction causes neurodevelopmental disorders with overlapping features,2023-11-14,0,2023-11-14,2023,11,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['RNA Research and Splicing', 'Hippo pathway signaling and YAP/TAZ', 'Nuclear Structure and Function']",Dong Li,"['Dong Li', 'Qin Wang']","['https://openalex.org/A5100407411', 'https://openalex.org/A5023827041']"
"Cumulative Police Exposures, Police Violence Stress, and Depressive Symptoms: A Focus on Black LGBQ Youth in Baltimore City, Maryland",2024-04-12,0,2024-04-12,2024,4,Psychology,Social Psychology,"['LGBTQ Health, Identity, and Policy', 'Racial and Ethnic Identity Research']",Dylan B. Jackson,"['Dylan B. Jackson', 'Alexander Testa']","['https://openalex.org/A5000947212', 'https://openalex.org/A5002599427']"
Outcomes of Patients With Atrial Fibrillation Following Thrombectomy for Stroke,2023-01-06,0,2023-01-06,2023,1,Medicine,Epidemiology,"['Acute Ischemic Stroke Management', 'Atrial Fibrillation Management and Outcomes', 'Stroke Rehabilitation and Recovery']",Sherief Ghozy,"['Sherief Ghozy', 'Ramanathan Kadirvel', 'David F. Kallmes']","['https://openalex.org/A5049030826', 'https://openalex.org/A5002112140', 'https://openalex.org/A5090296288']"
Comprehensive characterization of IFNγ signaling in acute myeloid leukemia reveals prognostic and therapeutic strategies,2024-02-28,0,2024-02-28,2024,2,Medicine,Hematology,"['Acute Myeloid Leukemia Research', 'Immune cells in cancer', 'Immune Cell Function and Interaction']",Zhe Wang,"['Zhe Wang', 'Koji Sasaki', 'Naval Daver', 'Marina Konopleva']","['https://openalex.org/A5061169106', 'https://openalex.org/A5029750735', 'https://openalex.org/A5035605515', 'https://openalex.org/A5022647201']"
Facilitation between intercropped species increases micronutrient acquisition and controls rust disease on maize,2024-01-04,0,2024-01-04,2024,1,Agricultural and Biological Sciences,Agronomy and Crop Science,"['Agronomic Practices and Intercropping Systems', 'Agroforestry and silvopastoral systems', 'Legume Nitrogen Fixing Symbiosis']",Long Li,"['Yu Wang', 'Long Li']","['https://openalex.org/A5100445081', 'https://openalex.org/A5013332015']"
Non-contrast assessment of blood-brain barrier permeability to water in mice: An arterial spin labeling study at cerebral veins,2023-01-11,0,2023-01-11,2023,1,Medicine,"Radiology, Nuclear Medicine and Imaging","['Advanced MRI Techniques and Applications', 'Advanced Neuroimaging Techniques and Applications', 'Lanthanide and Transition Metal Complexes']",Chang Liu,"['Chang Liu', 'Hanzhang Lu']","['https://openalex.org/A5100353352', 'https://openalex.org/A5023293183']"
"Materials and Designs for Extremely Efficient Encapsulation of Soft, Biodegradable Electronics",2024-05-08,0,2024-05-08,2024,5,Engineering,Biomedical Engineering,"['Advanced Sensor and Energy Harvesting Materials', 'Electrospun Nanofibers in Biomedical Applications', 'Surface Modification and Superhydrophobicity']",Huanyu Cheng,"['Woon‐Hong Yeo', 'Huanyu Cheng']","['https://openalex.org/A5061802675', 'https://openalex.org/A5042938591']"
Genomic markers of recurrence risk in atypical meningioma following gross total resection,2023-01-01,0,2023-01-01,2023,1,Medicine,Epidemiology,"['Meningioma and schwannoma management', 'Neurofibromatosis and Schwannoma Cases', 'Glioma Diagnosis and Treatment']",Rahul Kumar,"['Rahul Kumar', 'Surendra Dasari']","['https://openalex.org/A5071893378', 'https://openalex.org/A5064721834']"
A biodegradable and flexible neural interface for transdermal optoelectronic modulation and regeneration of peripheral nerves,2024-06-03,0,2024-06-03,2024,6,Neuroscience,Cellular and Molecular Neuroscience,"['Photoreceptor and optogenetics research', 'Neuroscience and Neural Engineering', 'Vagus Nerve Stimulation Research']",Wei Xiong,"['Wei Xiong', 'Yu Wang']","['https://openalex.org/A5076628427', 'https://openalex.org/A5100445094']"
Differential impact of proliferation signature on efficacy of neoadjuvant chemoimmunotherapy in sTIL-high and sTIL-low triple-negative breast cancer (TNBC): Biomarker analysis of the NeoPACT trial.,2023-06-01,0,2023-06-01,2023,6,"Biochemistry, Genetics and Molecular Biology",Cancer Research,"['Cancer Genomics and Diagnostics', 'Cancer Immunotherapy and Biomarkers', 'Lymphoma Diagnosis and Treatment']",Joyce O’Shaughnessy,"['Joyce O’Shaughnessy', 'Priyanka Sharma']","['https://openalex.org/A5071432873', 'https://openalex.org/A5049107000']"
First-in-Human Study of the Radioligand 68Ga-N188 Targeting Nectin-4 for PET/CT Imaging of Advanced Urothelial Carcinoma,2023-04-24,0,2023-04-24,2023,4,Medicine,Surgery,"['Urinary and Genital Oncology Studies', 'Bladder and Urothelial Cancer Treatments', 'Wnt/β-catenin signaling in development and cancer']",Steven P. Rowe,"['Steven P. Rowe', 'Nan Li', 'Ning Zhang']","['https://openalex.org/A5067187971', 'https://openalex.org/A5100341020', 'https://openalex.org/A5100404824']"
Single-component multilayered self-assembling protein nanoparticles presenting glycan-trimmed uncleaved prefusion optimized envelope trimers as HIV-1 vaccine candidates,2023-04-08,0,2023-04-08,2023,4,Environmental Science,Ecology,"['Bacteriophages and microbial interactions', 'Monoclonal and Polyclonal Antibodies Research', 'HIV Research and Treatment']",Ian A. Wilson,"['Ian A. Wilson', 'Andrew B. Ward']","['https://openalex.org/A5010315360', 'https://openalex.org/A5067790213']"
A look under the hood of genomic-estimated breed compositions for brangus cattle: What have we learned?,2023-03-28,0,2023-03-28,2023,3,"Biochemistry, Genetics and Molecular Biology",Genetics,"['Genetic and phenotypic traits in livestock', 'Genetic Mapping and Diversity in Plants and Animals', 'Genetic diversity and population structure']",Zhi Li,"['Zhi Li', 'Wei Guo']","['https://openalex.org/A5100382295', 'https://openalex.org/A5054901137']"
Ionized gas kinematics and chemical abundances of low-mass star-forming galaxies at <i>z</i> ∼ 3,2023-06-24,0,2023-06-24,2023,6,Physics and Astronomy,Astronomy and Astrophysics,"['Astrophysics and Star Formation Studies', 'Galaxies: Formation, Evolution, Phenomena', 'Stellar, planetary, and galactic studies']",L. Pentericci,"['L. Pentericci', 'Antonello Calabrò']","['https://openalex.org/A5019896377', 'https://openalex.org/A5055948382']"
Effect Measure Modification by Covariates in Mediation: Extending Regression-based Causal Mediation Analysis,2023-07-31,0,2023-07-31,2023,7,Mathematics,Statistics and Probability,"['Advanced Causal Inference Techniques', 'Health Systems, Economic Evaluations, Quality of Life', 'Statistical Methods in Clinical Trials']",Yi Li,"['Yi Li', 'Paul M. Ridker']","['https://openalex.org/A5026024648', 'https://openalex.org/A5091595592']"
ONECUT2 acts as a lineage plasticity driver in adenocarcinoma as well as neuroendocrine variants of prostate cancer,2024-06-27,0,2024-06-27,2024,6,Medicine,Pulmonary and Respiratory Medicine,"['Prostate Cancer Treatment and Research', 'Cancer-related gene regulation', 'RNA Research and Splicing']",Qian Yang,"['Qian Yang', 'Wei Yang']","['https://openalex.org/A5089477321', 'https://openalex.org/A5029187604']"
Persistent and Recurrent Device-Related Thrombus After Left Atrial Appendage Closure,2023-11-01,0,2023-11-01,2023,11,Medicine,Cardiology and Cardiovascular Medicine,"['Atrial Fibrillation Management and Outcomes', 'Cardiac Arrhythmias and Treatments', 'Cardiac tumors and thrombi']",Marianna Adamo,"['Marianna Adamo', 'Mohamad Alkhouli']","['https://openalex.org/A5072957878', 'https://openalex.org/A5090799220']"
One-step calcination synthesis of interface-coherent crystallized and surface-passivated LiNi0.5Mn1.5O4 for high-voltage lithium-ion battery,2023-12-29,0,2023-12-29,2023,12,Engineering,Electrical and Electronic Engineering,"['Advancements in Battery Materials', 'Advanced Battery Materials and Technologies', 'Semiconductor materials and devices']",Min Xu,"['Min Xu', 'Peng Wang', 'Bo Liu']","['https://openalex.org/A5112725644', 'https://openalex.org/A5100396117', 'https://openalex.org/A5026964161']"
Utilizing Ceftazidime/Avibactam Therapeutic Drug Monitoring in the Treatment of Neurosurgical Meningitis Caused by Difficult-to-Treat Resistant <i>Pseudomonas aeruginosa</i> and KPC-Producing Enterobacterales,2023-10-18,0,2023-10-18,2023,10,Medicine,Pharmacology,"['Antibiotics Pharmacokinetics and Efficacy', 'Pneumonia and Respiratory Infections', 'Bacterial Infections and Vaccines']",Robert A. Bonomo,"['Lu Wang', 'Ke Chen', 'Jian Li', 'Robert A. Bonomo']","['https://openalex.org/A5100364469', 'https://openalex.org/A5100452017', 'https://openalex.org/A5100402427', 'https://openalex.org/A5000611736']"
Epidemiology of ischemic stroke and hemorrhagic stroke in venoarterial extracorporeal membrane oxygenation,2023-11-09,0,2023-11-09,2023,11,Engineering,Biomedical Engineering,"['Mechanical Circulatory Support Devices', 'Cardiac Structural Anomalies and Repair', 'Cardiac Arrest and Resuscitation']",Daniel Brodie,"['Daniel Brodie', 'Sung‐Min Cho']","['https://openalex.org/A5027065226', 'https://openalex.org/A5100703053']"
Rewiring Endothelial Sphingolipid Metabolism to Favor S1P Over Ceramide Protects From Coronary Atherosclerosis,2024-03-08,0,2024-03-08,2024,3,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['Sphingolipid Metabolism and Signaling', 'Inflammasome and immune disorders', 'Eicosanoids and Hypertension Pharmacology']",Yang Hu,"['Yang Hu', 'Olivier Elemento']","['https://openalex.org/A5044853072', 'https://openalex.org/A5061702711']"
Circulating metabolites may illustrate relationship of alcohol consumption with cardiovascular disease,2023-11-16,0,2023-11-16,2023,11,Medicine,Pathology and Forensic Medicine,"['Alcohol Consumption and Health Effects', 'Metabolomics and Mass Spectrometry Studies', 'Eicosanoids and Hypertension Pharmacology']",Yi Li,"['Yi Li', 'Xiuqing Guo', 'Jerome I. Rotter', 'Jennifer A. Smith', 'Bing Yu', 'Daniel Levy', 'Chunyu Liu']","['https://openalex.org/A5100421546', 'https://openalex.org/A5087955884', 'https://openalex.org/A5040770914', 'https://openalex.org/A5060175597', 'https://openalex.org/A5065660599', 'https://openalex.org/A5074117194', 'https://openalex.org/A5100343311']"
Emerging Bismuth-Based Step-Scheme Heterojunction Photocatalysts for Energy and Environmental Applications,2023-08-01,0,2023-08-01,2023,8,Energy,"Renewable Energy, Sustainability and the Environment","['Advanced Photocatalysis Techniques', 'Catalytic Processes in Materials Science', 'Chemical Synthesis and Reactions']",Xinyu Li,"['Xinyu Li', 'Yan Liu']","['https://openalex.org/A5100406119', 'https://openalex.org/A5100351175']"
Screening for Prediabetes and Diabetes: Clinical Performance and Implications for Health Equity,2023-03-24,0,2023-03-24,2023,3,Medicine,"Endocrinology, Diabetes and Metabolism","['Diabetes, Cardiovascular Risks, and Lipoproteins', 'Diabetes Management and Education', 'Obesity and Health Practices']",Yan Zhang,"['Yan Zhang', 'Sadiya S. Khan']","['https://openalex.org/A5075224009', 'https://openalex.org/A5087014245']"
Microstructure and failure mechanism of Y2O3 coating on the W fiber in Wf/W composites during field assisted sintering,2024-05-01,0,2024-05-01,2024,5,Engineering,Mechanical Engineering,"['Advanced materials and composites', 'Advanced ceramic materials synthesis', 'Semiconductor materials and devices']",C. Chen,"['C. Chen', 'Yue Chen', 'Song Wang']","['https://openalex.org/A5039501132', 'https://openalex.org/A5100765461', 'https://openalex.org/A5100326200']"
Bemarituzumab as first-line treatment for locally advanced or metastatic gastric/gastroesophageal junction adenocarcinoma: final analysis of the randomized phase 2 FIGHT trial,2024-02-03,0,2024-02-03,2024,2,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['Fibroblast Growth Factor Research', 'Gastrointestinal Tumor Research and Treatment', 'Gastric Cancer Management and Outcomes']",Shukui Qin,"['Shukui Qin', 'Anwaar Saeed', 'Jin Li']","['https://openalex.org/A5081604639', 'https://openalex.org/A5048681236', 'https://openalex.org/A5084593730']"
Current and Future Applications of Artificial Intelligence in Cardiac CT,2023-01-28,0,2023-01-28,2023,1,Medicine,Cardiology and Cardiovascular Medicine,"['Cardiovascular Disease and Adiposity', 'Cardiac Imaging and Diagnostics', 'Cardiovascular Function and Risk Factors']",Damini Dey,"['David Ouyang', 'Piotr J. Slomka', 'Damini Dey']","['https://openalex.org/A5083779857', 'https://openalex.org/A5089319978', 'https://openalex.org/A5052713249']"
Effect of Asymptomatic and Symptomatic COVID-19 on Acute Ischemic Stroke Revascularization Outcomes,2023-12-22,0,2023-12-22,2023,12,Medicine,Neurology,"['Long-Term Effects of COVID-19', 'Acute Ischemic Stroke Management', 'COVID-19 and healthcare impacts']",Thanh N. Nguyen,"['Thanh N. Nguyen', 'Raul G Nogueira']","['https://openalex.org/A5060595935', 'https://openalex.org/A5075816868']"
"BioKG: a comprehensive, large-scale biomedical knowledge graph for AI-powered, data-driven biomedical research",2023-10-17,0,2023-10-17,2023,10,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['Bioinformatics and Genomic Networks', 'Biomedical Text Mining and Ontologies', 'Computational Drug Discovery Methods']",Yuan Zhang,"['Yuan Zhang', 'Feng Pan', 'Jian Wang', 'Jun Zhou']","['https://openalex.org/A5100368681', 'https://openalex.org/A5012814261', 'https://openalex.org/A5100370493', 'https://openalex.org/A5024073247']"
"Association of Statin Use With Risk of Liver Disease, Hepatocellular Carcinoma, and Liver-Related Mortality",2023-06-26,0,2023-06-26,2023,6,"Biochemistry, Genetics and Molecular Biology",Cancer Research,"['Cancer, Lipids, and Metabolism', 'Liver Disease Diagnosis and Treatment', 'Lipoproteins and Cardiovascular Health']",Rohit Loomba,"['Rohit Loomba', 'Saleh A. Alqahtani']","['https://openalex.org/A5052059601', 'https://openalex.org/A5000313377']"
Temporal Structures in Positron Spectra and Charge-Sign Effects in Galactic Cosmic Rays,2023-10-12,0,2023-10-12,2023,10,Physics and Astronomy,Astronomy and Astrophysics,"['Solar and Space Plasma Dynamics', 'Dark Matter and Cosmic Phenomena', 'Astrophysics and Cosmic Phenomena']",H. S. Chen,"['H. S. Chen', 'Y. Chen', 'J. H. Feng']","['https://openalex.org/A5061877995', 'https://openalex.org/A5087225088', 'https://openalex.org/A5076874689']"
Unleashing the Potential of Electroactive Hybrid Biomaterials and Self-Powered Systems for Bone Therapeutics,2024-10-17,0,2024-10-17,2024,10,Engineering,Biomedical Engineering,"['Advanced Sensor and Energy Harvesting Materials', 'Conducting polymers and applications', 'Advanced Materials and Mechanics']",Junyi Yin,"['Junyi Yin', 'Ming Yang']","['https://openalex.org/A5054485175', 'https://openalex.org/A5075549313']"
The association of peripheral neuropathy detected by monofilament testing with risk of falls and fractures in older adults,2023-03-21,0,2023-03-21,2023,3,Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation","['Balance, Gait, and Falls Prevention', 'Diabetic Foot Ulcer Assessment and Management', ""Parkinson's Disease Mechanisms and Treatments""]",Elizabeth Selvin,"['Dan Wang', 'Elizabeth Selvin']","['https://openalex.org/A5100411771', 'https://openalex.org/A5026446943']"
